Date,User,Message
2023.12.5 23:37,형,오키오키
2024.1.15 13:56,나,더 자세한 내용은 앱에서 확인해주세요!
2024.1.15 13:57,형,고마워 재밋었다~~ㅋㅋ
2024.1.15 13:59,나,전 체력이 안되어 힘드미다... 젊은이들 장려..
2024.1.15 13:59,형,그래???? 토욜에 먹은게 아직 영향이 있구나
2024.1.15 13:59,형,?
2024.1.15 14:04,나,워낙 안주가 좋아서 숙취는 없지만... 
2024.1.15 14:04,나,일요일에 늦잠 퍼질러지게 자서...
2024.1.15 14:04,나,낮과 밤이 뒤바껴서
2024.1.15 14:05,형,그치 가능하지
2024.1.15 14:05,형,그래서 어제 밤에 못잣구나?ㅋㅋㅋ
2024.1.15 14:05,형,게임하느라?
2024.1.15 14:05,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.1.15 14:07,나,유튜브 틀어놓고 멍때리느라....ㅋㅋㅋㅋㅋㅋ
2024.1.15 14:07,나,딱걸렸네;;
2024.1.15 14:07,형,ㅋㅋㅋㅋ한번 잠못들면 3~4시 후딱이지...ㅋㅋㅋ
2024.1.15 14:07,형,오늘은 일찍 퇴근해서
2024.1.15 14:08,형,푹쉬어뒄ㅋㅋㅋ
2024.1.15 14:09,나,혹시 그 미리 좀 물어보면은...
2024.1.15 14:09,나,2월 전체 MT????
2024.1.15 14:09,나,그건 언제가여?
2024.1.15 14:09,형,투표올려보려구
2024.1.15 14:09,형,아마도 담주쯤?
2024.1.15 14:09,형,내가 비는날이 몇개없어서
2024.1.15 14:09,나,아하 캘린더 좀 정리하고 잡아두려구
2024.1.15 14:09,형,고민좀해보고...ㅋㅋㅋ
2024.1.15 14:09,나,2월에 휴가 좀 쓸까 해서
2024.1.15 14:09,나,2월 설날 껴서 사실상
2024.1.15 14:09,나,얼마 없겠는디요
2024.1.15 14:10,형,2/17-18 밖에 안될듯?
2024.1.15 14:10,나,아하 오키 참고하게씀댜
2024.1.15 14:10,형,아님 단체모임도 2월16일 (금) 아니면 2월17일 (토)
2024.1.15 14:10,나,단체모임??
2024.1.15 14:10,나,MT??
2024.1.15 14:10,형,진짜 나머지가 다 차있넼ㅋㅋㅋ
2024.1.15 14:10,형,MT로 추진해볼계획이야~
2024.1.15 14:11,형,저날은 우선 비워놔야겟다 ㅋㅋㅋ
2024.1.15 14:11,나,아하 일단 설날 다음주로 알고 비워놓는걸루~
2024.1.15 14:11,형,응응~~ 조만간 전체공지해볼게!!
2024.1.15 14:12,형,이모티콘
2024.1.15 14:13,나,넴 알게씀댱... 남은 오후 시간도 잘 보내시길
2024.1.15 14:13,형,응 너두너두~~ 또보자
2024.2.8 14:08,형,현우야
2024.2.8 14:08,형,연합MT ㄱㄱ?
2024.2.8 14:36,나,하이~
2024.2.8 14:36,나,고민중이긴 했는디..
2024.2.8 15:19,형,가자
2024.2.8 15:19,형,병요형 용범형 아론 경재 그리고 너 우선 확정이야 ㅋ
2024.2.8 15:19,형,신수연은 로꼬 콘서트간다고 못온댘ㅋㅋㅋ쯧쯧
2024.2.8 15:29,나,차기 과대표가 큰일이네
2024.2.8 15:31,형,ㅋㅋㅋ신수연 OUT
2024.2.8 15:40,나,노는걸 너무 좋아하네
2024.2.8 15:40,형,기강좀 잡아
2024.2.8 15:40,형,ㅋㅋㅋㅋㅋ
2024.2.8 15:40,나,죄송.. 연락이라도 닿으면 다행..
2024.2.8 15:41,형,그래 인정...
2024.2.8 15:41,형,너라도 와라
2024.2.8 15:41,형,놀자
2024.2.8 15:41,나,그 거기서 자는건가요 아닌가요
2024.2.8 15:41,나,과연
2024.2.8 15:41,형,원하면 자고
2024.2.8 15:41,형,아님 가고
2024.2.8 15:41,형,둘다가능
2024.2.8 15:41,형,근데 입장료가 10만원이라
2024.2.8 15:41,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.8 15:41,형,자고가
2024.2.8 15:41,형,ㅋㅋㅋㅋㅋ
2024.2.8 15:41,나,개비싸네;
2024.2.8 15:41,형,에어비앤비가 100만원이었어
2024.2.8 15:42,형,방이 개좋음....
2024.2.8 15:42,나,그날 점심에 친구들이 집에 오긴 하는데
2024.2.8 15:42,형,저런
2024.2.8 15:42,형,너네집엔
2024.2.8 15:42,형,친구들은 맨날부르면서
2024.2.8 15:42,나,일단 날짜는 알고 있게씀돠
2024.2.8 15:42,형,우리는 안불러?
2024.2.8 15:42,나,?
2024.2.8 15:42,형,ㅋㅋㅋㅋㅋㅋ
2024.2.8 15:42,형,우린 친구도 아니다?
2024.2.8 15:42,나,아니 이게 이렇게?
2024.2.8 15:42,형,실망이다
2024.2.8 15:42,나,근데 참고로 그 친구들 초대한거 아닌데
2024.2.8 15:42,나,쳐들어오는거라;
2024.2.8 15:42,형,그럼 우리도
2024.2.8 15:42,형,그냥 쳐들어가면 되는거네
2024.2.8 15:42,나,일단 번호차단부터 해야겠다
2024.2.8 15:42,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.8 15:43,형,암튼 실망이야
2024.2.8 15:43,나,점심때 집와서 뭐 해준다고 해서
2024.2.8 15:43,나,실망할 이유는 없기에...
2024.2.8 15:43,나,고민 좀 해보겠슴다
2024.2.8 15:43,나,죄다 어사라 신입생 개강파티같아서
2024.2.8 15:43,형,아냐
2024.2.8 15:43,형,어차피 우린 우리끼리 놀거야
2024.2.8 15:43,형,2층 공간 + 놀거리 장소가 많아서
2024.2.8 15:45,형,ㅋㅋㅋㅋ아 쳐들어오는 애들이?ㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.8 15:46,형,개욱기넼ㅋㅋㅋ 그래 그날 같이놀잨ㅋㅋㅋㅋㅋ
2024.2.8 16:07,나,일단 오키염
2024.2.8 16:08,형,응 새해복 많이받아라~
2024.2.8 16:46,나,명절 잘 보내십셔
2024.2.8 16:46,형,응 너두너두
2024.2.15 10:06,나,형 참석을 결정했습니다..!
2024.2.15 10:06,형,와우~
2024.2.15 10:07,형,너이자식
2024.2.15 10:07,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 10:07,형,놀자!!!!
2024.2.15 10:07,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:07,나,원래 그날 약속있던거 미뤘다구~
2024.2.15 10:07,형,대박이네?
2024.2.15 10:07,형,그럼 4시에 올거야?
2024.2.15 10:07,나,일요일로 ~.~..
2024.2.15 10:07,형,베리베리굳뜨!!!
2024.2.15 10:07,나,14시가 아니고
2024.2.15 10:07,형,우리과끼리 조 짜줄거라
2024.2.15 10:07,나,16시였던게야..?
2024.2.15 10:07,형,원래 2시엿는데
2024.2.15 10:07,형,늦게오라던데?
2024.2.15 10:07,나,청소해야되서 그런가보네
2024.2.15 10:07,형,그 숙소쪽에서?ㅋㅋㅋ
2024.2.15 10:07,형,웅 그런가바
2024.2.15 10:08,나,글고 속보 전해줄게 있어서
2024.2.15 10:08,형,속보?
2024.2.15 10:08,형,오호?
2024.2.15 10:08,형,너에대한 이야기니?
2024.2.15 10:08,나,사진
2024.2.15 10:08,나,ㅋㅋ ㅅㄱㅇ
2024.2.15 10:08,형,에이
2024.2.15 10:08,형,저거 뻥이야
2024.2.15 10:08,형,저놈 안옴ㅋ
2024.2.15 10:09,형,로꼬보러간다고 아주 신났더만?
2024.2.15 10:09,나,로꼬건 꼬꼬건... 아 쟤 안가면
2024.2.15 10:09,나,기수 나 혼자라
2024.2.15 10:09,나,부담스러워서 고민도 했는데;
2024.2.15 10:09,형,야 지금 다 혼자야
2024.2.15 10:09,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 10:09,형,신경재 이아론 너 나 
2024.2.15 10:09,형,병요형 최광진원우님
2024.2.15 10:09,형,아 나는 병요형이 있구나
2024.2.15 10:09,나,기만자
2024.2.15 10:09,형,아론이도 경재랑 동기군?
2024.2.15 10:10,형,근데 기수가 뭔상관이여
2024.2.15 10:10,형,그냥 우리끼리 다 한조로 묶어버릴건데
2024.2.15 10:10,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:10,나,기수별로 묶는줄
2024.2.15 10:10,형,노노
2024.2.15 10:10,형,글고 논문세미나도 도움좀 될거야
2024.2.15 10:10,형,용태가 준비많이했더라
2024.2.15 10:10,나,아니 근데 맞다 배교수님 이제 한동안 강의 안하시나??
2024.2.15 10:10,형,아닐거같지않니?
2024.2.15 10:10,나,나 진짜 배교수님꺼 피해서 아예 교차수강할까 생각중이었는데..
2024.2.15 10:10,형,ㅋㅋㅋㅋㅋ
2024.2.15 10:10,형,지난학기도
2024.2.15 10:11,형,"맨첨엔 정교수님으로 되있던 과목들,,,"
2024.2.15 10:11,나,와 미친 진짜 소름돋겠따...
2024.2.15 10:11,형,나 작년 세미나도 정교수님으로 되어있었는데
2024.2.15 10:11,나,근데 배교수님 올해부터 현대중공업이랑 플젝하신다던데
2024.2.15 10:11,형,수업가보니 배교수님...
2024.2.15 10:11,형,이런.................
2024.2.15 10:11,형,나 겨우 다들었는뎈ㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:11,형,하나빼고
2024.2.15 10:11,나,나 진심 피할 수 있음 피하고 싶어
2024.2.15 10:11,나,한학기가 지나고나서야
2024.2.15 10:12,형,ㅇㅇ 무조건이야ㅠㅠ
2024.2.15 10:12,나,형의 말이 무슨 뜻인지 깨달았다는게
2024.2.15 10:12,나,천추의 한이다
2024.2.15 10:12,형,학점이 중요한게아니야...ㅠㅠ
2024.2.15 10:12,형,너정도 열심히했는데 배움에서 남는게 없는거면
2024.2.15 10:12,형,난 거르는게 맞다고봄...
2024.2.15 10:12,나,토욜에 가서 
2024.2.15 10:12,형,논문쓸때 도움얻을수 잇을정도의 관계유지?
2024.2.15 10:12,나,티는 안내야지;
2024.2.15 10:12,형,응 그럼글머
2024.2.15 10:12,나,그 참가비는
2024.2.15 10:13,형,나두 같이 듣는 수업일때나 얘기해주는거지~
2024.2.15 10:13,나,형한테 보내면 되나..??
2024.2.15 10:13,형,아니아니
2024.2.15 10:13,형,총무쪽!
2024.2.15 10:13,형,박지용 총무부장
2024.2.15 10:13,형,10만원.....좀 미안하긴하다 ㅋㅋㅋㅋ
2024.2.15 10:13,나,아니 진짜
2024.2.15 10:13,나,너무 센거 아냐
2024.2.15 10:13,형,근데 원우회비가 안남아서 1/N 체계로 돌릴수밖에 없었어
2024.2.15 10:13,형,ㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:14,형,지난 공학인의밤이랑 이번 입학식에 쓰임이 있다보니
2024.2.15 10:14,형,10만원냈으니까
2024.2.15 10:14,형,하루 자고가
2024.2.15 10:14,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:14,형,새벽에 가도되고
2024.2.15 10:14,나,설마
2024.2.15 10:14,나,술 엄청 마시나..?
2024.2.15 10:14,형,4시부터 밤새놀고먹는데 10만원이면 양호하지
2024.2.15 10:14,형,강요 X
2024.2.15 10:14,형,왜냐면 내가 총책임자거든
2024.2.15 10:14,형,ㅋㅋㅋㅋㅋ
2024.2.15 10:14,나,새해부터
2024.2.15 10:14,나,거짓말하는거 아니야?
2024.2.15 10:15,형,넌 좀 먹어라 근데
2024.2.15 10:15,형,너무빼~
2024.2.15 10:15,형,너무사려~
2024.2.15 10:15,형,실망스럽다 진짜
2024.2.15 10:15,나,아니 술좀 그만 마셔~
2024.2.15 10:15,형,ㅋㅋㅋㅋㅋㅋ내말이.....
2024.2.15 10:15,형,좀 끊어야지ㅠㅠ
2024.2.15 10:15,나,근데 원우회 승계받으면
2024.2.15 10:16,나,더 심하면 더 심하지
2024.2.15 10:16,나,ㅋ.ㅋ... 제발 신수연 캐리좀
2024.2.15 10:16,형,응 난 앞으로 1년은...
2024.2.15 10:16,형,신수연.... 바쁜척 개쩔어
2024.2.15 10:16,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 10:16,나,신수연 닮은 사람 궁금하다
2024.2.15 10:16,나,연기 개미친듯 할거 아냐
2024.2.15 10:16,형,ㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:16,형,진심
2024.2.15 10:16,나,좀 이젠 화가날듯
2024.2.15 10:16,형,완전 조용한줄 알았거든?
2024.2.15 10:16,형,딱 그행태가 신수연과야
2024.2.15 10:17,형,아직 신입생분은 본모습이 나오진 않았는데
2024.2.15 10:17,형,기미가 보여
2024.2.15 10:17,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:17,형,학생회장 출신이면 말다했지....ㅋㅋㅋ
2024.2.15 10:17,나,신수연 우리끼리 모이면 깡팬거 알지
2024.2.15 10:17,나,얘 사실은 동네방네 술퍼마시고 다님
2024.2.15 10:21,형,ㅋㅋㅋㅋ딱봐도 잘못걸리면 크게 혼날상이야
2024.2.15 10:21,형,조심조심하라구
2024.2.15 10:22,나,재학생 참석 얼마 안하는거 아닌가 몰라
2024.2.15 10:22,형,5명 딱 정예멤버 나올듯
2024.2.15 10:22,나,아 이거 신입생 환영회자리 아니야?
2024.2.15 10:23,나,ㄲㄲㅃㅃ해야되나
2024.2.15 10:23,형,아냐
2024.2.15 10:23,형,딱 적당하다고봄
2024.2.15 10:23,형,어차피 신입생끼리는 학과통합으로 섞고 8시부터 우리과끼리 모일거라
2024.2.15 10:24,형,저녁먹는내내 우리끼리 떠들고놀면됨ㅋㅋ
2024.2.15 10:24,형,인원 딱맞아서 좋아
2024.2.15 10:25,나,그래.. 어차피 2년 학교 같이 다닐 사람들이니
2024.2.15 10:25,나,얼굴 트는것도 나쁘지 않겠다
2024.2.15 10:25,형,응 너도 신입생이잔허
2024.2.15 10:25,형,막내주제에
2024.2.15 10:25,형,낄끼빠빠같은소리하고있어?
2024.2.15 10:25,나,1학기 아니면 늙은이 취급아닌가....
2024.2.15 10:25,형,토욜에 공지될텐데
2024.2.15 10:25,형,너네 72기랑 73기 묶어서
2024.2.15 10:25,형,과잠바 줄거래
2024.2.15 10:26,나,ㅁㅊ;
2024.2.15 10:26,형,고로 너네도 신입생이라는거지
2024.2.15 10:26,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:26,나,가뜩이나 2명있는 기수에
2024.2.15 10:26,나,한명 로꼬에 미쳐서
2024.2.15 10:26,나,안오는데
2024.2.15 10:26,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:26,나,신수연 개화딱지나네
2024.2.15 10:27,형,근데 너무 늦게공지가 되긴했어
2024.2.15 10:27,나,일정 반영하기엔 너무 촉박하긴했어
2024.2.15 10:27,형,ㅇㅇ 근데 내탓이아님?
2024.2.15 10:27,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 10:27,나,누구탓이야
2024.2.15 10:27,형,확정이 늦게된거지 ㅋㅋㅋ
2024.2.15 10:28,나,근데 신입생 참석여부니
2024.2.15 10:28,나,확인하는것도 설이라 힘들었겠네
2024.2.15 10:28,형,맞아 그리고 연합MT로 확정된게 불과 2주전이야
2024.2.15 10:28,형,준비하느라 개바빳다...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:28,형,이제야 끝났지만
2024.2.15 10:30,나,이미 내동기 신수연은 포기했으니
2024.2.15 10:30,나,날 이끌어줄 선배같은 73기 기대해야지;
2024.2.15 10:30,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:30,형,아 73기에 병요형같은분도 있어
2024.2.15 10:30,형,이형님은 심지어 대표임....
2024.2.15 10:30,나,약간 질량보존의 법칙인가;
2024.2.15 10:30,형,술 다사주시겟다던데?
2024.2.15 10:30,형,왠만하면 올참석에
2024.2.15 10:30,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 10:30,나,무섭다;
2024.2.15 10:30,형,우선은 극구 사양하긴했음ㅋㅋㅋ
2024.2.15 10:31,형,그형님도 오시니깐
2024.2.15 10:31,형,나이는 병요형보다 한두살 많았던거같은데
2024.2.15 10:31,형,젊으셔 ㅋㅋ
2024.2.15 10:32,나,이런데 젊으시단건
2024.2.15 10:32,나,영포티..?
2024.2.15 10:33,형,실제나이는 50정도로 기억하는데 영포티느낌?
2024.2.15 10:33,형,ㅋㅋㅋ
2024.2.15 10:34,나,미친 스냅백 사드려
2024.2.15 10:34,나,아이언맨 케이스 사드린다 내가
2024.2.15 10:34,형,ㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 10:34,형,어울리실듯
2024.2.15 10:34,형,그래도 꽤 귀여우셔ㅋㅋㅋ
2024.2.15 10:34,형,무튼 토욜에 일찍와라
2024.2.15 10:34,형,놀게
2024.2.15 10:34,형,3시50분까진와
2024.2.15 10:34,형,ㅋㅋㅋ
2024.2.15 10:35,나,오키염 공지 다시 봐야겠다 위치랑
2024.2.15 10:37,형,위치는 아마도 내일 다시 공지해줄게
2024.2.15 10:43,나,아 오키염... 저번에 보니까 무슨 서클로 정확하게 안 나왔어서
2024.2.15 10:48,형,"안녕하세요  저의하우스 방문을 환영합니다
주소는 서울특별시 강남구 역삼동 792-3 4층입니다.
https://maps.app.goo.gl/FZQvuGF1qiT38Bhn6


비밀번호는 1057*입니다

☆
유의사항:  필독바라며  읽지못하여서 본 피해는 책임지지 않습니다.●폭죽 반짝이(풍선)● ●사용금지●
바닥에서안떨어짐 ●벌금30만+도배비전액청구)●벽에스티커및테이프금지 ● 도배지찢어짐  
●실내에서 신발신을시 바닥미싱비50만●
●소파 위에서 뛰거나 팔걸이에 앉지마세요
 파손시  변상착임이 있습니다

☆주차는 1대가능합니다.요기독 상가앞 피하셔서  건물바라보고 왼쪽안으로 주차해주세요 전화번호 기입
☆실내에서 슬리퍼를 신어주세요
☆  충전기는 챙겨오셔야됩니다. 엘베가안되는점
      참고해주세요
☆음식물은 거실,주방,테라스 에서 방안반입금지
    어길시 20만원
☆테라스 밤10시이후 이용제한         소음및스피커사용금지
☆복도및계단에서 소음및 흡연금지 조용히이동
☆수건및식기는 기본적인건 있으나 넉넉치않아 세면용품과 나무젓가락 일회용컵및접시를  꼭 챙겨오시기 바랍니다
☆체크인 16시부터 가능
☆체크아웃  시간  11시이고 청소가11시30분에시작됩니다
☆바베큐는 10인 이하이용 가능하고
     숯과호일그릴 챙겨오시면 됩니다. 
     이용시 미리 말씀주세요(토치사용법모를시필히물어봐주세요 화재나화상시 변상하지않습니다  소화기 위치  파악후  2인이상 준비할것)
☆바닥 벽등에 이물질 붙히는행동 (스카치테이프등)도배 비 바닥청소비 청구 이불에 술 음료 기타물질 흘릴시 비용청구, 실내가구 위치 이동 불가
☆실내흡연은 불가이며 야외테라스를 이용하여주시되 화재에 주의해주시고 담배꽁초를 아무대나버리지마세요
☆  창문을 꼭 닫고 음악을틀어주시고 심야시간때는 음악볼륨을 줄여주세요 민원이 발생합니다.
☆  퇴실시  정리정돈 쓰레기는전용봉투에 재활용은 박스에  모아주시고 집기및가구들은 파손되지않게 깔금히 사용해주세요
☆테라스나 정원에  쓰레기및 담배꽁초를 버리지 마세요(비용청구)
☆화장실변기에 이물질 (물티슈등)넣지마세요 막히면 15만원청구가되오니 유의해주세요
☆문의사항있으시면 기재된번호로 전화나 문자주시면답변 드리겠습니다"
2024.2.15 10:48,형,"●테라스이용 밤10시까지이고 10시 이후는 흡연목적으로만 조용히 이용 바랍니다. 지켜지지않을시 강제퇴실조치 가능 
● 실 내 흡 연 절 대 금 지  벌금있습니다.20만
●소파 팔걸이에 앉지마시고 소파위 뛰기금지
    파손시 전액변상요망 주의해주세요
●담배꽁초 모아서버려주세요.
●창문을 연상태로음악을 틀지마시고 옆건물들이 빌라이니 심야시간에는 소음과음악볼륨을 낮춰주세요 주민신고가 많이 들어옵니다.  
●건물주변이나 건물안 계단에서 정숙을 유지해주세요 . 
●음식물 침실에 반입금지 거실과 주방에서취식 
분리수거.퇴실전 정리
●실내신발 미착용  슬리퍼를 신어주세요
●주차가능대수는  1대 입니다.
● 애견샵 입구문앞에는에는 주차하시면 안되요. 
● 바닥및벽에 이물질부착금지
●실내가구 이동불가
규칙 미준수시 추가요금 발생됩니다"
2024.2.15 10:49,형,넌 먼저 보내줄게~
2024.2.15 11:01,나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 미친
2024.2.15 11:01,나,무슨 신병교육대야?
2024.2.15 11:01,나,제약사항 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.2.15 11:02,형,ㅋㅋㅋㅋㅋ벌금 개많아
2024.2.15 11:02,나,강철부대 찍냐고~
2024.2.15 11:02,형,그래도 강남이자나
2024.2.15 11:02,형,멀리안가는것만해도 다행....
2024.2.15 11:02,형,ㅋㅋㅋㅋㅋ
2024.2.15 11:05,나,강남 맨날 술퍼마시던 곳 뒷골목이네
2024.2.15 11:05,형,그래?
2024.2.15 11:05,형,좋구만?ㅋㅋㅋ
2024.2.15 11:05,형,아직 정해지진 않았는데
2024.2.15 11:05,형,10시 이후엔
2024.2.15 11:05,형,학과별 자유로 밖에서 먹고올까도 고민하고잇긴해
2024.2.15 11:05,나,과별로 인원이 1/n 잘 나뉘면 ㄱㅊ을텐데
2024.2.15 11:05,나,한쪽에 몰리면 좀 섭섭스르 할거같은디..
2024.2.15 11:15,형,생각보다 우리과 이제 안꿀림
2024.2.15 11:15,형,ㅋㅋㅋㅋㅋㅋ
2024.2.15 11:15,형,재학생 모두 합치면
2024.2.15 11:15,형,전전컴이랑 맞짱떠도 이길수있을정도??
2024.2.15 11:27,나,대체 왜 9명이나 뽑았지
2024.2.15 11:27,나,안 그러다 그러니까 좀 어색하네 ㅎ;
2024.2.16 13:55,형,"현우야~~ 
내일 일정은 4시부터 시작예정이라
3시 45분까지 아래주소로 오면 돼(씨익)

주소는 서울특별시 강남구 역삼동 792-3 4층
(비밀번호는 1057*)
https://maps.app.goo.gl/FZQvuGF1qiT38Bhn6"
2024.2.16 14:42,나,아 옙 
2024.2.16 14:42,나,오늘 조기퇴근 예정이라
2024.2.16 14:42,나,집가서 이체 ㄱㄱ하겠음돠
2024.3.4 16:24,형,현우야
2024.3.4 16:24,형,너 이번주 일욜에 뭐해?ㅋㅋㅋ
2024.3.4 16:24,나,하이~
2024.3.4 16:24,형,ㅋㅋㅋㅋ
2024.3.4 16:24,형,야 원우회하자
2024.3.4 16:24,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:24,나,?!
2024.3.4 16:24,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:25,나,갑자기? 일요일?
2024.3.4 16:25,형,내가 가을학기부터
2024.3.4 16:25,형,원우회장(진)이잖아?
2024.3.4 16:25,형,너는 데려가야겠다
2024.3.4 16:25,나,아 그치 원우회장(진)
2024.3.4 16:25,나,그거 신수연이 가는거 아닌지...??
2024.3.4 16:25,형,걔는 자동가입
2024.3.4 16:25,형,왜냐면 이번주 금욜에 학과대표 넘겨줄거거든
2024.3.4 16:25,형,ㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:25,나,오씻 미쳤다
2024.3.4 16:25,나,이거 신수연이 아는바?
2024.3.4 16:26,형,그치?
2024.3.4 16:26,형,내가 독단적으로 행동하는 편은 아니잖니?
2024.3.4 16:26,나,모야 얘 왜 말도 안했담
2024.3.4 16:26,나,즐기네
2024.3.4 16:26,형,정확해
2024.3.4 16:26,형,좋아하던데?
2024.3.4 16:26,형,ㅋㅋㅋㅋ
2024.3.4 16:26,나,맨날 내가 해야된다 어쩐다 하면
2024.3.4 16:26,나,발끈했는디;
2024.3.4 16:26,나,아니 근데 ㅎ 제가 원우회에서 딱히 할 포지션이 없는거 같은데...
2024.3.4 16:26,나,김소영씨도 조인하고 보면
2024.3.4 16:27,형,왜없어
2024.3.4 16:27,형,너한테 중책적인 일을 맡길지도?
2024.3.4 16:27,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:27,형,예를들면 총무라던가
2024.3.4 16:27,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:27,나,아 이건 안되는데
2024.3.4 16:27,나,무게감 ㄴㄴ해
2024.3.4 16:28,형,무게감은 또 싫어해?
2024.3.4 16:28,형,ㅋㅋㅋㅋㅋ
2024.3.4 16:28,형,그럼 내가 누구한테 맡기냐 그걸
2024.3.4 16:28,형,믿는놈이 넌데
2024.3.4 16:28,형,ㅋㅋㅋㅋㅋ
2024.3.4 16:28,형,역할은 차차 협의하시고
2024.3.4 16:28,형,너는 자동가입이니까
2024.3.4 16:28,나,이미 학부때 많은 무게감으로 짓눌려진 사람이라;
2024.3.4 16:28,형,일요일에 시간비워놔봐
2024.3.4 16:28,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:28,형,술이나 한잔하게?
2024.3.4 16:28,나,학교...?
2024.3.4 16:28,형,음 고민중인데 아닐듯?
2024.3.4 16:29,형,아마도 홍대나 여의도쪽일 확률이 높아
2024.3.4 16:29,형,일요일 5시 예정
2024.3.4 16:29,형,역할은 너가 진짜 부담갖기싫음 최소한으로 맞춰볼게
2024.3.4 16:29,형,근데 개인적인 생각은
2024.3.4 16:29,형,꽤나 큰역할을 주고싶긴함
2024.3.4 16:29,형,부회장이라던가
2024.3.4 16:29,형,총무라던가
2024.3.4 16:30,나,이걸 근데 벌써 정한단말야? 2학기때 한다고 천천히 이야기하기로 했잖유..
2024.3.4 16:30,형,ㅇㅇ 이번학기는 그냥 같이 활동만하면돼
2024.3.4 16:30,형,먼저 모집해놓고
2024.3.4 16:30,형,이번학기엔 공식활동이 없어서
2024.3.4 16:30,형,그냥 미리 꾸려놓는거야
2024.3.4 16:30,형,내가 함께할 인원들을 쭉 보려고
2024.3.4 16:30,형,지금부터 조금씩이나마 같이 친해져놓으면 내가 회장할때 편하지않겟어>
2024.3.4 16:30,형,이번학기엔 너가 할건 0이야
2024.3.4 16:31,나,이게 메인이구나
2024.3.4 16:31,형,전혀없음ㅋㅋㅋㅋ그냥 가끔 술마실때 번개로 나오고싶으면 나오는정도?
2024.3.4 16:31,형,그리고 원우회해도
2024.3.4 16:31,형,핵심멤버 5명 이내로 꾸릴건데
2024.3.4 16:31,형,너를 거기에 넣고싶은게 내 생각이지만
2024.3.4 16:31,나,오호...
2024.3.4 16:31,형,니가 힘들다 바쁘다 땡깡피면 그냥 놀고싶은만큼만 와서 놀아도돼
2024.3.4 16:31,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024.3.4 16:31,나,괜히 한다 했다가
2024.3.4 16:31,형,그건 이번학기에 원우회들어와서 천천히 생각해보자구
2024.3.4 16:32,나,애매하게 할거 같으면 잘하는 친구가 하는게 낫지 않나 싶어서..
2024.3.4 16:32,형,에잇 잘하고 못하고가 어딨어
2024.3.4 16:32,형,그냥 내가 좋아하는사람으로 꾸릴거야
2024.3.4 16:32,형,그리고 내가 회장인데 뭘
2024.3.4 16:32,형,그냥 너하고싶은대로 하면되지
